Transportadora;Método de Envio;UF;Cidade;CEP Inicial;CEP Final;Tarifa;Prazo de Entrega
Azul Cargo;Azul Cargo Express;RS;SAO MIGUEL DAS MISSOES;98865000;98869999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;RS;SAPIRANGA;93800000;93879999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;RS;SENADOR SALGADO FILHO;98895000;98897999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;RS;SERTAO;99170000;99174999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;RS;SETE DE SETEMBRO;97960000;97969999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;RS;TRES PASSOS;98600000;98634999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;RS;TRIUNFO;95853000;95853999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;RS;URUGUAIANA;97500001;97514999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;RS;VITORIA DAS MISSOES;98850000;98854999;Capital;ESTADUAL
Azul Cargo;Azul Cargo Express;SC;BLUMENAU;89000001;89099999;Capital;5
Azul Cargo;Azul Cargo Express;SC;CAPIVARI DE BAIXO;88745000;88749999;Capital;5
Azul Cargo;Azul Cargo Express;SC;CHAPECO;89800000;89816199;Capital;5
Azul Cargo;Azul Cargo Express;SC;CRICIUMA;88800001;88819999;Capital;5
Azul Cargo;Azul Cargo Express;SC;FLORIANOPOLIS;88000001;88069999;Capital;5
Azul Cargo;Azul Cargo Express;SC;FLORIANOPOLIS;88070000;88099999;Capital;5
Azul Cargo;Azul Cargo Express;SC;FORQUILHINHA;88850000;88850999;Capital;5
Azul Cargo;Azul Cargo Express;SC;GUARAMIRIM;89270000;89270999;Capital;5
Azul Cargo;Azul Cargo Express;SC;ITAJAI;88300001;88319999;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89250000;89253079;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89253080;89253129;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89253130;89253139;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89253140;89253739;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89253740;89253809;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89253810;89253819;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89253820;89256501;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89256502;89256509;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89256510;89256569;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89256570;89256899;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89256900;89256999;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89257000;89261999;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89262000;89262000;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89262001;89262001;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89262002;89263999;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89264000;89265034;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89265035;89266999;Capital;5
Azul Cargo;Azul Cargo Express;SC;JARAGUA DO SUL;89267000;89269999;Capital;5
Azul Cargo;Azul Cargo Express;SC;JOINVILLE;89200001;89239999;Capital;5
Azul Cargo;Azul Cargo Express;SC;LAGES;88500001;88531999;Capital;7
Azul Cargo;Azul Cargo Express;SC;NAVEGANTES;88370000;88379999;Capital;5
Azul Cargo;Azul Cargo Express;SC;POMERODE;89107000;89107999;Capital;9
Azul Cargo;Azul Cargo Express;SC;SAO JOSE;88100001;88124999;Capital;5
Azul Cargo;Azul Cargo Express;SC;SCHROEDER;89275000;89275999;Capital;5
Azul Cargo;Azul Cargo Express;SC;TUBARAO;88700001;88709999;Capital;5
Azul Cargo;Azul Cargo Express;SE;ARACAJU;49000000;49098999;Capital;6
Azul Cargo;Azul Cargo Express;SP;AGUAS DA PRATA;13890000;13899999;Capital;5
Azul Cargo;Azul Cargo Express;SP;AGUAS DE LINDOIA;13940000;13949999;Capital;7
Azul Cargo;Azul Cargo Express;SP;AMERICANA;13465000;13479999;Capital;5
Azul Cargo;Azul Cargo Express;SP;ARACATUBA;16000000;16129999;Capital;5
Azul Cargo;Azul Cargo Express;SP;ARARAQUARA;14800001;14812999;Capital;6
Azul Cargo;Azul Cargo Express;SP;ARARAS;13600000;13609999;Capital;6
Azul Cargo;Azul Cargo Express;SP;ARUJA;7400001;7499999;Capital;5
Azul Cargo;Azul Cargo Express;SP;ASSIS;19800001;19819999;Capital;7
Azul Cargo;Azul Cargo Express;SP;ATIBAIA;12940000;12954999;Capital;5
Azul Cargo;Azul Cargo Express;SP;BARRA BONITA;17340000;17349999;Capital;5
Azul Cargo;Azul Cargo Express;SP;BARUERI;6400001;6499999;Capital;5
Azul Cargo;Azul Cargo Express;SP;BAURU;17000000;17035499;Capital;5
Azul Cargo;Azul Cargo Express;SP;BAURU;17035501;17109999;Capital;5
Azul Cargo;Azul Cargo Express;SP;BILAC;16210000;16210999;Capital;6
Azul Cargo;Azul Cargo Express;SP;BIRIGUI;16200000;16209999;Capital;6
Azul Cargo;Azul Cargo Express;SP;BOA ESPERANCA DO SUL;14930000;14934999;Capital;7
Azul Cargo;Azul Cargo Express;SP;BOTUCATU;18600001;18619999;Capital;6
Azul Cargo;Azul Cargo Express;SP;BRAGANCA PAULISTA;12900000;12929999;Capital;5
Azul Cargo;Azul Cargo Express;SP;CABREUVA;13315000;13319999;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13000000;13049000;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13049140;13050999;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13051100;13051204;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13051216;13053089;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13053381;13056709;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13057571;13057999;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13059000;13082054;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13082056;13082179;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13082750;13082764;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13082765;13082780;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13082901;13099000;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13099009;13101349;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13101363;13104900;Capital;5
Azul Cargo;Azul Cargo Express;SP;CAMPINAS;13104903;13139999;Capital;5
Azul Cargo;Azul Cargo Express;SP;CARAPICUIBA;6300001;6399999;Capital;5
Azul Cargo;Azul Cargo Express;SP;COTIA;6700000;6729999;Capital;5
Azul Cargo;Azul Cargo Express;SP;CRAVINHOS;14140000;14140999;Capital;6
Azul Cargo;Azul Cargo Express;SP;DOIS CORREGOS;17300000;17319999;Capital;6
Azul Cargo;Azul Cargo Express;SP;ESPIRITO SANTO DO PINHAL;13990000;13994999;Capital;6
Azul Cargo;Azul Cargo Express;SP;ESTIVA GERBI;13857000;13859999;Capital;5
Azul Cargo;Azul Cargo Express;SP;FRANCA;14400000;14414999;Capital;6
Azul Cargo;Azul Cargo Express;SP;GUARULHOS;7000000;7097499;Capital;5
Azul Cargo;Azul Cargo Express;SP;GUARULHOS;7097500;7399999;Capital;5
Azul Cargo;Azul Cargo Express;SP;HOLAMBRA;13825000;13825999;Capital;5
Azul Cargo;Azul Cargo Express;SP;HORTOLANDIA;13183000;13189999;Capital;5
Azul Cargo;Azul Cargo Express;SP;IGARACU DO TIETE;17350000;17359999;Capital;5
Azul Cargo;Azul Cargo Express;SP;INDAIATUBA;13330000;13349999;Capital;5
Azul Cargo;Azul Cargo Express;SP;ITAPIRA;13970000;13989999;Capital;6
Azul Cargo;Azul Cargo Express;SP;ITATIBA;13250001;13259999;Capital;5
Azul Cargo;Azul Cargo Express;SP;ITU;13300000;13314999;Capital;5
Azul Cargo;Azul Cargo Express;SP;ITUPEVA;13295000;13299999;Capital;5
Azul Cargo;Azul Cargo Express;SP;JACAREI;12300000;12349999;Capital;6
Azul Cargo;Azul Cargo Express;SP;JAU;17200001;17229999;Capital;5
Azul Cargo;Azul Cargo Express;SP;JUNDIAI;13200000;13219999;Capital;5
Azul Cargo;Azul Cargo Express;SP;LIMEIRA;13480000;13481570;Capital;5
Azul Cargo;Azul Cargo Express;SP;LIMEIRA;13481580;13481800;Capital;5
Azul Cargo;Azul Cargo Express;SP;LIMEIRA;13481829;13489999;Capital;5
Azul Cargo;Azul Cargo Express;SP;LINDOIA;13950000;13959999;Capital;7
Azul Cargo;Azul Cargo Express;SP;LOUVEIRA;13290000;13290999;Capital;5
Azul Cargo;Azul Cargo Express;SP;MAIRIPORA;7600000;7699999;Capital;6
Azul Cargo;Azul Cargo Express;SP;MARILIA;17500000;17539999;Capital;6
Azul Cargo;Azul Cargo Express;SP;MAUA;9300000;9399999;Capital;5
Azul Cargo;Azul Cargo Express;SP;MINEIROS DO TIETE;17320000;17339999;Capital;5
Azul Cargo;Azul Cargo Express;SP;MOGI DAS CRUZES;8700000;8890000;Capital;5
Azul Cargo;Azul Cargo Express;SP;MOGI GUACU;13840000;13856999;Capital;5
Azul Cargo;Azul Cargo Express;SP;MOGI MIRIM;13800001;13819999;Capital;5
Azul Cargo;Azul Cargo Express;SP;NOVA ODESSA;13380001;13389999;Capital;5
Azul Cargo;Azul Cargo Express;SP;OSASCO;6000001;6299999;Capital;5
Azul Cargo;Azul Cargo Express;SP;PAULINIA;13140001;13149999;Capital;6
Azul Cargo;Azul Cargo Express;SP;PINDAMONHANGABA;12400000;12449999;Capital;6
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13400000;13401855;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13401892;13402109;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13402128;13402191;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13402199;13402599;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13402607;13402609;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13402620;13402689;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13402695;13408999;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13409000;13409323;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13409324;13410098;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13410099;13410099;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13410100;13411029;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13411030;13411146;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13411147;13411499;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13411500;13411521;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13411522;13411549;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13411550;13411596;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13411597;13412501;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13412536;13427999;Capital;5
Azul Cargo;Azul Cargo Express;SP;PIRACICABA;13428200;13428630;Capital;5
Azul Cargo;Azul Cargo Express;SP;POMPEIA;17580000;17580999;Capital;6
Azul Cargo;Azul Cargo Express;SP;PRESIDENTE PRUDENTE;19010000;19100610;Capital;5
Azul Cargo;Azul Cargo Express;SP;RIBEIRAO PIRES;9400000;9449999;Capital;5
Azul Cargo;Azul Cargo Express;SP;RIBEIRAO PRETO;14000000;14109999;Capital;5
Azul Cargo;Azul Cargo Express;SP;RIO CLARO;13500001;13509999;Capital;6
Azul Cargo;Azul Cargo Express;SP;RIO GRANDE DA SERRA;9450000;9499999;Capital;6
Azul Cargo;Azul Cargo Express;SP;SALTO;13320000;13320969;Capital;5
Azul Cargo;Azul Cargo Express;SP;SALTO;13320971;13323004;Capital;5
Azul Cargo;Azul Cargo Express;SP;SALTO;13323006;13329999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTA BARBARA D OESTE;13450000;13459999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9000001;9110999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9111601;9121499;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9122101;9130199;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9130301;9130999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9131601;9131999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9133201;9133999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9135000;9138999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9139101;9162999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9163501;9169999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9171001;9174999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9175701;9179999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANDRE;9180971;9299999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTO ANTONIO DO JARDIM;13995000;13999999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SANTOS;11000000;11249999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO BERNARDO DO CAMPO;9600000;9829999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO BERNARDO DO CAMPO;9830000;9831379;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO BERNARDO DO CAMPO;9831381;9834999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO BERNARDO DO CAMPO;9839000;9899999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO CAETANO DO SUL;9500000;9599999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO CARLOS;13560000;13571799;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO CARLOS;13571826;13577999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO JOAO DA BOA VISTA;13870001;13879999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO JOSE DO RIO PRETO;15000000;15099999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO JOSE DOS CAMPOS;12200001;12248999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;1000000;1299999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;1300000;1432050;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;1432051;1499999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;1500000;1599999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2000000;2159999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2160000;2169050;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2169051;2236999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2237000;2238390;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2238391;2279150;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2279151;2281266;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2281267;2287279;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2287280;2289900;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2290000;2323730;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2324000;2325130;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2325510;2325705;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2326000;2327200;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2328001;2336110;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2337000;2339100;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2340000;2362220;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2363000;2363340;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2364000;2367160;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2367200;2367265;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2367350;2499000;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2500000;2599999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2600000;2678999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2679000;2681000;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2700000;2799999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;2801000;2999999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;3000000;3499999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;3500000;3999999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;4000000;4006999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;4007000;4098901;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;4098902;4399999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;4401000;4477520;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;4500000;4699999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;4700000;4799999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;4800000;4899999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;4909020;4967010;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5000000;5099999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5100000;5299999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5300000;5360149;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5360150;5360150;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5360151;5399999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5400000;5409011;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5409012;5499999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5500000;5599999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5600000;5658999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5659000;5665140;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5665141;5699999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5703010;5894460;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;5999899;5999899;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;8000000;8071040;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;8071041;8072310;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;8072311;8081490;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;8081491;8199999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;8200000;8299999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO PAULO;8300000;8499999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SAO SEBASTIAO;11600001;11629999;Capital;8
Azul Cargo;Azul Cargo Express;SP;SERTAOZINHO;14160000;14178999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SOROCABA;18000000;18109999;Capital;5
Azul Cargo;Azul Cargo Express;SP;SUMARE;13170000;13181999;Capital;5
Azul Cargo;Azul Cargo Express;SP;TAUBATE;12000001;12119999;Capital;5
Azul Cargo;Azul Cargo Express;SP;TREMEMBE;12120000;12120999;Capital;6
Azul Cargo;Azul Cargo Express;SP;TUPA;17600000;17626999;Capital;6
Azul Cargo;Azul Cargo Express;SP;VALINHOS;13270001;13279999;Capital;5
Azul Cargo;Azul Cargo Express;SP;VARZEA PAULISTA;13220000;13229999;Capital;5
Azul Cargo;Azul Cargo Express;SP;VINHEDO;13280000;13289999;Capital;5
Azul Cargo;Azul Cargo Express;SP;VOTORANTIM;18110000;18119999;Capital;6
Azul Cargo;Azul Cargo Express;TO;PALMAS;77000000;77249999;Capital;6
